f_property_type,f_neighbourhood,n_days_since_rv,n_days_since_host,n_host_response_rate,n_host_acceptance_rate,n_host_total_listings_count,n_accommodates,n_bedrooms,n_beds,n_number_of_reviews,n_review_scores_rating,n_calculated_host_listings_count,n_reviews_per_month,n_bathrooms,d_superhost,d_profile_pic,d_identity_verified,d_instant_bookable,d_wifi,d_tv,d_refrigerator,d_air_conditioning,d_sound,d_baby,d_beach,d_stove,d_free_parking,d_paid_parking,price,id,neighbourhood_cleansed,property_type
apartment,Ward 54,NA,3734,NA,NA,1,2,3,1,0,NA,1,NA,2,0,1,1,0,0,1,1,0,0,0,0,1,1,0,861,54730,Ward 54,apartment
apartment,Ward 77,2300,3690,NA,100,1,6,3,4,72,90,1,0.94,2,0,0,0,1,1,1,1,0,0,0,0,1,0,0,918,60296,Ward 77,apartment
apartment,Ward 77,3363,3650,100,50,1,2,1,1,56,89,1,0.5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,334,67439,Ward 77,apartment
apartment,Ward 54,3372,3594,100,78,6,4,2,3,29,89,7,0.26,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2317,82212,Ward 54,apartment
apartment,Ward 23,2154,3523,NA,NA,1,4,2,3,20,97,3,0.28,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1111,106673,Ward 23,apartment
apartment,Ward 64,2125,3471,NA,0,3,4,2,5,4,100,1,0.06,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2200,154201,Ward 64,apartment
apartment,Ward 115,3363,3732,100,92,6,2,1,1,70,97,6,0.62,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1150,218269,Ward 115,apartment
loft,Ward 115,3314,3377,NA,100,2,4,1,3,94,96,2,0.85,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1500,231402,Ward 115,loft
apartment,Ward 107,2109,3334,50,50,1,2,3,1,2,100,1,0.03,3,0,1,0,0,1,1,1,0,0,0,0,1,1,0,850,263584,Ward 107,apartment
apartment,Ward 77,3275,3530,100,100,8,2,1,2,20,93,6,0.18,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,2632,281316,Ward 77,apartment
loft,Ward 54,2180,3335,100,83,4,3,NA,2,23,98,1,0.32,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,3168,282586,Ward 54,loft
apartment,Ward 115,3268,3377,NA,100,2,4,2,4,59,96,2,0.54,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1500,283053,Ward 115,apartment
apartment,Ward 54,3283,3301,100,71,2,4,1,2,19,98,2,0.17,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1250,286894,Ward 54,apartment
apartment,Ward 71,2881,3296,100,50,1,3,1,1,11,96,1,0.11,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,850,291205,Ward 71,apartment
apartment,Ward 61,3213,3286,100,100,2,4,1,3,63,99,2,0.59,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1750,298622,Ward 61,apartment
apartment,Ward 61,3210,3286,100,100,2,2,1,0,27,94,2,0.25,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,450,299380,Ward 61,apartment
apartment,Ward 115,2939,3227,100,100,2,4,2,4,200,95,1,2.04,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,2393,357793,Ward 115,apartment
apartment,Ward 115,2816,3201,100,50,2,4,2,4,7,91,1,0.07,2.5,0,1,1,0,1,1,1,1,0,0,0,1,1,0,4000,395538,Ward 115,apartment
apartment,Ward 74,2933,3188,NA,NA,1,2,1,1,79,96,1,0.81,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,800,412654,Ward 74,apartment
apartment,Ward 77,2931,3168,0,11,1,2,2,2,4,100,1,0.04,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1247,443237,Ward 77,apartment
apartment,Ward 115,3086,3149,100,100,3,2,1,2,157,97,4,1.53,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1680,473856,Ward 115,apartment
apartment,Ward 115,3098,3432,100,100,6,2,1,1,36,90,6,0.35,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,2160,487252,Ward 115,apartment
apartment,Ward 115,2957,3129,97,96,62,4,1,1,4,70,64,0.04,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,2520,511414,Ward 115,apartment
apartment,Ward 115,2824,3129,97,96,62,4,1,2,12,87,64,0.13,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,2374,512371,Ward 115,apartment
apartment,Ward 115,2965,3378,100,100,3,4,2,2,72,93,3,0.73,2,0,1,0,1,1,1,1,0,0,0,0,1,1,0,2200,516875,Ward 115,apartment
loft,Ward 115,2214,3129,97,96,62,4,2,3,4,85,64,0.05,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,2987,518545,Ward 115,loft
apartment,Ward 61,735,3125,90,92,2,3,1,1,23,100,2,0.94,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,580,518837,Ward 61,apartment
apartment,Ward 115,2859,3129,97,96,62,4,1,2,9,73,64,0.09,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1837,537809,Ward 115,apartment
apartment,Ward 23,NA,4016,100,50,3,4,NA,0,0,NA,2,NA,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1009,553936,Ward 23,apartment
apartment,Ward 115,3004,3129,97,96,62,6,2,4,16,80,64,0.16,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,2987,562793,Ward 115,apartment
apartment,Ward 115,2705,3129,97,96,62,2,1,1,8,83,64,0.09,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,979,563282,Ward 115,apartment
loft,Ward 115,2899,3095,NA,100,1,6,2,3,124,92,1,1.28,2,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1754,576458,Ward 115,loft
serviced_apartment,Ward 115,2601,3087,100,100,4,4,1,4,9,78,3,0.1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,3770,590826,Ward 115,serviced_apartment
apartment,Ward 115,2939,3218,100,100,3,2,1,1,35,98,3,0.36,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1253,617238,Ward 115,apartment
loft,Ward 115,2318,3128,97,96,62,2,1,1,7,80,64,0.09,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1637,636290,Ward 115,loft
loft,Ward 115,2640,3096,100,100,1,2,1,1,205,98,1,2.33,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1814,650049,Ward 115,loft
apartment,Ward 115,2569,3128,97,96,62,2,1,1,5,88,64,0.06,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1511,653565,Ward 115,apartment
serviced_apartment,Ward 4,1385,3048,100,100,11,5,2,5,4,75,10,0.09,2,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1552,660090,Ward 4,serviced_apartment
serviced_apartment,Ward 4,551,3048,100,100,11,2,1,0,3,93,10,0.16,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,972,660099,Ward 4,serviced_apartment
apartment,Ward 77,2967,3761,93,64,2,2,1,0,47,89,4,0.48,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1754,670616,Ward 77,apartment
apartment,Ward 115,1556,3129,97,96,62,4,2,3,17,89,64,0.33,2,0,1,1,1,1,1,1,1,0,0,1,1,1,0,6150,675177,Ward 115,apartment
apartment,Ward 54,753,2999,100,94,0,4,2,2,8,100,7,0.32,2,1,1,1,0,1,1,1,1,0,0,1,1,1,0,4500,731764,Ward 54,apartment
apartment,Ward 21,2099,2998,100,100,0,3,2,2,32,98,3,0.46,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,600,732339,Ward 21,apartment
apartment,Ward 21,2548,2999,100,100,0,3,2,2,40,96,3,0.47,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,500,732409,Ward 21,apartment
apartment,Ward 115,493,2991,79,94,72,2,1,0,3,100,71,0.18,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,750,742345,Ward 115,apartment
apartment,Ward 115,2696,3129,97,96,62,2,1,1,13,80,64,0.14,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,912,751785,Ward 115,apartment
apartment,Ward 115,2961,2990,100,NA,1,2,1,1,31,98,1,0.31,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,950,753843,Ward 115,apartment
loft,Ward 115,2928,2981,90,50,1,6,3,4,89,98,1,0.91,3.5,1,1,1,0,1,1,1,1,0,0,0,1,1,0,3696,757856,Ward 115,loft
apartment,Ward 74,2675,2977,100,97,6,2,1,1,119,97,3,1.33,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1150,762660,Ward 74,apartment
apartment,Ward 54,2912,2972,100,50,1,2,1,1,9,95,1,0.09,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,880,768582,Ward 54,apartment
apartment,Ward 77,2938,2972,100,94,1,2,1,2,229,98,1,2.34,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,393,771176,Ward 77,apartment
apartment,Ward 54,1864,2971,80,100,4,4,2,2,3,100,3,0.05,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,5500,772018,Ward 54,apartment
apartment,Ward 23,2238,3128,97,96,62,4,2,2,9,82,64,0.12,2,0,1,1,1,0,1,1,0,0,0,1,1,1,0,2525,777305,Ward 23,apartment
apartment,Ward 115,2193,3129,97,96,62,4,2,3,4,80,64,0.05,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,3010,777329,Ward 115,apartment
apartment,Ward 77,2813,2963,100,100,3,3,2,2,29,97,2,0.31,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,2120,784349,Ward 77,apartment
apartment,Ward 115,2762,2955,100,100,2,2,1,1,57,99,3,0.62,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1579,801399,Ward 115,apartment
apartment,Ward 115,2285,2954,100,100,2,2,1,NA,32,96,3,0.42,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1800,801953,Ward 115,apartment
apartment,Ward 77,NA,3504,NA,100,1,4,2,4,0,NA,1,NA,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,2500,833429,Ward 77,apartment
loft,Ward 54,2886,2928,50,100,1,4,1,1,178,97,1,1.85,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,3756,851342,Ward 54,loft
apartment,Ward 115,2249,2920,100,33,3,2,1,1,3,93,3,0.04,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1300,858426,Ward 115,apartment
loft,Ward 115,2492,2921,100,80,1,2,1,1,30,93,1,0.36,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,700,858532,Ward 115,loft
apartment,Ward 74,752,2908,100,57,3,2,1,1,2,60,4,0.08,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1750,875916,Ward 74,apartment
apartment,Ward 58,2651,3484,100,60,2,2,1,1,74,97,2,0.84,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1096,879450,Ward 58,apartment
apartment,Ward 115,2474,2897,90,93,4,2,1,1,31,95,2,0.38,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1450,893053,Ward 115,apartment
apartment,Ward 115,2877,3078,100,94,3,2,1,1,74,95,3,0.77,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,641,897063,Ward 115,apartment
apartment,Ward 115,2706,3134,100,100,2,2,1,1,50,97,2,0.55,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,864,906093,Ward 115,apartment
apartment,Ward 55,1337,2984,100,87,88,6,3,3,4,55,75,0.09,3,0,1,1,1,1,1,0,0,0,0,0,0,1,0,4000,924525,Ward 55,apartment
serviced_apartment,Ward 54,2554,2877,62,64,9,4,2,2,10,92,9,0.12,2.5,0,1,1,1,1,1,0,1,0,1,0,0,1,0,10264,930318,Ward 54,serviced_apartment
apartment,Ward 54,2853,2875,100,100,1,2,NA,1,159,99,1,1.67,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,2999,933618,Ward 54,apartment
apartment,Ward 54,2545,2838,100,74,22,3,2,2,7,100,15,0.08,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1664,1004855,Ward 54,apartment
apartment,Ward 115,1915,2839,100,96,42,2,1,2,5,73,30,0.08,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1400,1007850,Ward 115,apartment
loft,Ward 115,1250,2839,100,96,42,2,1,1,7,86,30,0.17,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1400,1012627,Ward 115,loft
apartment,Ward 115,2199,2838,100,96,42,4,2,3,6,83,30,0.08,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1280,1012712,Ward 115,apartment
apartment,Ward 115,2173,2839,100,96,42,2,1,1,3,73,30,0.04,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1400,1040292,Ward 115,apartment
apartment,Ward 115,2318,2839,100,96,42,4,2,3,8,88,30,0.1,2,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1400,1040329,Ward 115,apartment
apartment,Ward 115,2257,2839,100,96,42,2,1,1,2,70,30,0.03,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1360,1043446,Ward 115,apartment
apartment,Ward 115,2569,2839,100,96,42,2,1,1,5,84,30,0.06,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1400,1044058,Ward 115,apartment
apartment,Ward 115,2546,2839,100,96,42,2,1,1,1,74,30,0.01,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1400,1044351,Ward 115,apartment
apartment,Ward 115,1764,2838,100,96,42,2,1,1,4,90,30,0.07,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1400,1046677,Ward 115,apartment
apartment,Ward 115,1923,2839,100,96,42,2,1,1,2,90,30,0.03,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1200,1047449,Ward 115,apartment
apartment,Ward 107,2547,2834,NA,NA,1,2,1,NA,8,75,1,0.09,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1180,1048451,Ward 107,apartment
apartment,Ward 115,2316,2839,100,96,42,4,2,3,1,60,30,0.01,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1600,1049961,Ward 115,apartment
apartment,Ward 115,2692,3218,100,100,3,2,1,1,31,98,3,0.35,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1024,1075794,Ward 115,apartment
apartment,Ward 100,2547,2800,100,NA,1,4,2,2,18,88,1,0.21,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,2761,1111212,Ward 100,apartment
apartment,Ward 115,2620,2804,100,50,1,4,2,2,20,99,1,0.23,2,0,1,1,0,1,1,1,1,0,0,0,1,1,0,2654,1123135,Ward 115,apartment
apartment,Ward 57,2646,2789,100,98,2,4,2,3,87,95,1,0.99,1.5,0,1,1,1,1,0,0,0,0,0,0,0,1,0,877,1144728,Ward 57,apartment
apartment,Ward 23,2519,2784,100,94,3,4,2,3,24,94,3,0.29,2,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1995,1155870,Ward 23,apartment
apartment,Ward 54,1765,2783,100,100,1,2,1,1,21,81,1,0.36,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,890,1162602,Ward 54,apartment
apartment,Ward 115,2657,4010,100,75,2,2,1,1,76,95,2,0.86,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,2000,1176162,Ward 115,apartment
apartment,Ward 4,1190,3129,97,96,62,4,2,3,6,80,64,0.15,2,0,1,1,1,0,1,1,0,0,0,0,1,1,0,2525,1176660,Ward 4,apartment
apartment,Ward 115,1896,2819,50,100,3,4,2,2,26,95,3,0.41,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1300,1182416,Ward 115,apartment
apartment,Ward 115,2512,2999,100,94,0,2,1,1,29,98,7,0.35,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,2500,1191976,Ward 115,apartment
apartment,Ward 54,2429,2774,100,100,1,4,2,2,17,100,1,0.21,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1107,1194568,Ward 54,apartment
apartment,Ward 54,2573,2761,100,50,1,4,2,2,8,90,1,0.09,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,2200,1234685,Ward 54,apartment
apartment,Ward 54,2525,2752,100,100,3,2,1,2,3,80,2,0.04,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,800,1282324,Ward 54,apartment
apartment,Ward 115,2651,2743,NA,100,1,2,1,2,138,97,1,1.56,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,750,1295788,Ward 115,apartment
apartment,Ward 54,2580,2742,NA,100,2,2,1,1,13,96,2,0.15,2,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1600,1298275,Ward 54,apartment
apartment,Ward 115,NA,3110,NA,100,1,4,2,2,0,NA,1,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2193,1328737,Ward 115,apartment
apartment,Ward 69,2308,3158,100,100,2,2,1,1,13,100,1,0.17,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1250,1331150,Ward 69,apartment
apartment,Ward 54,2589,2733,100,38,2,2,NA,1,118,93,2,1.37,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1603,1333749,Ward 54,apartment
apartment,Ward 115,545,2721,NA,0,2,2,1,0,3,93,1,0.16,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,443,1380178,Ward 115,apartment
apartment,Ward 23,2485,2842,100,88,1,3,2,2,108,97,1,1.3,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1021,1389685,Ward 23,apartment
apartment,Ward 115,2546,3217,100,100,3,2,1,1,20,92,3,0.24,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,990,1469709,Ward 115,apartment
apartment,Ward 54,2539,2692,100,100,1,4,3,3,55,97,1,0.65,2,1,1,1,0,1,1,1,1,0,0,1,1,1,0,3654,1519294,Ward 54,apartment
loft,Ward 115,2546,2678,100,NA,1,2,1,1,22,92,1,0.26,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2000,1579442,Ward 115,loft
apartment,Ward 115,2641,2669,100,NA,1,2,1,1,4,99,1,0.05,2,0,1,0,0,1,1,1,1,0,0,0,1,1,0,2000,1616731,Ward 115,apartment
apartment,Ward 57,1783,2664,100,95,25,2,1,0,15,97,19,0.25,1.5,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1000,1643042,Ward 57,apartment
apartment,Ward 115,2578,2740,100,100,1,2,1,2,205,95,1,2.38,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,641,1653819,Ward 115,apartment
apartment,Ward 54,1823,2660,NA,88,2,2,1,1,30,95,1,0.49,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1200,1670651,Ward 54,apartment
apartment,Ward 54,2121,2838,100,96,42,4,2,2,8,93,30,0.11,2,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1400,1674765,Ward 54,apartment
loft,Ward 57,2597,3847,100,83,3,3,1,1,80,98,2,0.92,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,2939,1684882,Ward 57,loft
apartment,Ward 115,2597,2818,50,100,3,4,2,2,84,96,3,0.97,2,1,1,0,1,1,1,1,1,0,0,0,1,1,0,960,1706390,Ward 115,apartment
apartment,Ward 58,2505,2649,100,67,1,3,1,2,21,96,1,0.25,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,650,1712959,Ward 58,apartment
apartment,Ward 54,2547,3301,100,71,2,3,1,0,25,96,2,0.29,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,550,1723346,Ward 54,apartment
apartment,Ward 107,NA,2984,100,87,88,4,2,3,0,NA,75,NA,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2900,1734152,Ward 107,apartment
apartment,Ward 115,2609,2641,60,100,1,2,1,2,82,97,1,0.94,1.5,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1650,1742065,Ward 115,apartment
apartment,Ward 115,2548,2639,100,43,3,4,2,3,33,93,2,0.39,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1357,1755739,Ward 115,apartment
apartment,Ward 77,2593,3128,86,90,7,4,1,2,83,88,1,0.96,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,750,1777153,Ward 77,apartment
apartment,Ward 54,2182,2920,100,100,1,2,1,1,40,97,1,0.55,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1084,1779152,Ward 54,apartment
apartment,Ward 107,1669,2629,100,36,4,5,2,3,8,100,4,0.14,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1069,1812692,Ward 107,apartment
apartment,Ward 74,1758,2623,100,91,4,4,2,3,17,95,4,0.29,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1764,1821200,Ward 74,apartment
apartment,Ward 115,2584,2614,100,100,3,2,1,1,164,98,3,1.9,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,2117,1852938,Ward 115,apartment
apartment,Ward 115,2458,3128,97,96,62,4,2,2,8,90,64,0.1,2,0,1,1,1,1,1,0,0,0,0,0,0,1,0,2196,1853069,Ward 115,apartment
apartment,Ward 55,1415,2983,100,87,88,6,3,0,4,80,75,0.08,2,0,1,1,1,0,1,1,0,0,0,0,1,1,0,2472,1853122,Ward 55,apartment
apartment,Ward 115,2595,2957,NA,100,1,2,1,1,74,94,1,0.86,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1026,1862795,Ward 115,apartment
apartment,Ward 115,1826,2375,100,98,24,4,2,2,22,95,8,0.36,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1678,1874931,Ward 115,apartment
apartment,Ward 115,2598,2609,100,99,1,4,2,2,366,97,1,4.22,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1507,1877613,Ward 115,apartment
apartment,Ward 115,2486,2839,100,96,42,2,1,1,10,90,30,0.12,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1400,1888732,Ward 115,apartment
apartment,Ward 115,2554,3118,100,100,1,2,1,1,57,96,1,0.67,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,843,1923621,Ward 115,apartment
serviced_apartment,Ward 115,2435,2600,NA,94,4,3,1,1,107,95,3,1.32,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,2250,1926464,Ward 115,serviced_apartment
apartment,Ward 115,2556,2598,NA,80,2,4,2,2,98,93,1,1.15,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1057,1928132,Ward 115,apartment
loft,Ward 64,1585,3188,100,76,2,2,NA,2,104,99,1,1.97,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1200,1930799,Ward 64,loft
apartment,Ward 54,2539,2596,100,100,1,4,2,3,32,90,2,0.38,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2359,1943173,Ward 54,apartment
apartment,Ward 54,2579,2789,100,97,3,2,NA,1,202,95,2,2.35,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1000,1945888,Ward 54,apartment
apartment,Ward 61,1086,3041,100,67,1,2,NA,1,4,100,1,0.11,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,891,1950903,Ward 61,apartment
apartment,Ward 115,2555,3197,0,100,2,2,1,1,138,96,1,1.62,2,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1950,1955247,Ward 115,apartment
apartment,Ward 54,2551,2594,100,100,1,4,1,0,33,88,1,0.39,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1158,1957313,Ward 54,apartment
apartment,Ward 77,2554,2587,100,67,2,2,1,1,42,97,1,0.49,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1200,1982193,Ward 77,apartment
apartment,Ward 23,298,2983,100,87,88,2,1,1,2,100,75,0.2,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1393,1985770,Ward 23,apartment
apartment,Ward 54,1868,2587,100,80,3,4,2,2,31,82,2,0.5,2.5,0,1,1,0,1,1,1,1,0,0,1,1,1,0,4915,1987254,Ward 54,apartment
apartment,Ward 115,2534,3129,97,96,62,2,1,1,5,72,64,0.06,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1837,1990771,Ward 115,apartment
apartment,Ward 23,2546,2864,100,40,2,2,1,1,46,96,1,0.54,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1200,1992333,Ward 23,apartment
apartment,Ward 115,2544,2584,100,88,1,2,1,1,195,95,1,2.3,1.5,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1250,1996591,Ward 115,apartment
apartment,Ward 54,2509,2584,100,97,2,4,2,2,27,95,2,0.32,2,0,1,1,1,1,1,0,0,0,0,1,0,1,0,3393,1999406,Ward 54,apartment
apartment,Ward 54,2546,2584,100,97,2,5,2,3,83,97,2,0.98,2.5,0,1,1,0,1,1,0,1,0,0,1,0,0,0,3714,2000857,Ward 54,apartment
apartment,Ward 115,2547,2622,100,29,2,4,2,0,31,89,1,0.36,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1500,2013198,Ward 115,apartment
apartment,Ward 77,1454,2580,NA,NA,1,2,1,1,4,100,1,0.08,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1500,2018562,Ward 77,apartment
apartment,Ward 100,NA,2578,NA,NA,1,4,2,4,0,NA,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1015,2030139,Ward 100,apartment
apartment,Ward 77,2541,2625,100,100,3,2,1,1,4,87,3,0.05,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1096,2035610,Ward 77,apartment
apartment,Ward 115,2512,2572,100,92,1,2,1,1,47,92,1,0.56,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,590,2053265,Ward 115,apartment
apartment,Ward 115,2333,2564,100,94,2,2,1,0,248,96,1,3.19,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,964,2055221,Ward 115,apartment
apartment,Ward 64,2477,2570,100,100,1,2,1,1,50,96,1,0.61,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,508,2069519,Ward 64,apartment
apartment,Ward 54,2538,2646,NA,100,1,4,2,2,18,97,1,0.21,2,0,1,1,0,1,0,1,1,0,0,1,1,1,0,600,2079998,Ward 54,apartment
apartment,Ward 115,1809,2942,100,95,4,4,2,2,128,91,3,2.12,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,3900,2080138,Ward 115,apartment
apartment,Ward 115,1968,2941,100,95,4,2,NA,1,103,93,3,1.57,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1250,2080372,Ward 115,apartment
apartment,Ward 77,2547,2508,100,75,1,2,1,0,5,95,1,0.06,1.5,0,1,0,0,1,1,1,1,0,0,0,0,0,0,500,2099566,Ward 77,apartment
apartment,Ward 77,1105,2559,NA,NA,1,2,1,1,3,93,1,0.08,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,850,2109811,Ward 77,apartment
apartment,Ward 64,2497,2556,100,83,1,3,2,2,26,96,1,0.31,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1800,2121075,Ward 64,apartment
apartment,Ward 54,1776,2555,100,80,0,2,1,1,55,87,1,0.93,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,847,2143841,Ward 54,apartment
apartment,Ward 54,451,2542,100,92,1,6,3,5,10,92,1,0.66,2.5,0,1,1,0,1,1,1,0,0,0,1,1,1,0,2361,2179981,Ward 54,apartment
apartment,Ward 54,2517,2542,40,0,1,4,2,2,2,100,1,0.02,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,2200,2183965,Ward 54,apartment
apartment,Ward 115,2536,2542,100,89,1,2,1,1,174,95,1,2.06,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,703,2185497,Ward 115,apartment
